,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
831,10/18/2016 19:03,10/18/2016 19:13,Business,Emeryville,Berkeley,3,Miscellaneous
832,10/18/2016 20:31,10/18/2016 20:37,Business,Berkeley,Emeryville,3,Miscellaneous
833,10/19/2016 9:33,10/19/2016 9:47,Business,Emeryville,Oakland,3.8,Miscellaneous
834,10/19/2016 9:54,10/19/2016 10:21,Business,Oakland,San Francisco,9.5,Miscellaneous
835,10/19/2016 13:45,10/19/2016 13:56,Business,SOMISSPO,French Quarter,1.7,Miscellaneous
836,10/19/2016 14:02,10/19/2016 14:31,Business,San Francisco,Berkeley,10.8,Miscellaneous
837,10/19/2016 15:44,10/19/2016 16:02,Business,West Berkeley,North Berkeley Hills,4.1,Miscellaneous
838,10/19/2016 16:06,10/19/2016 16:19,Business,North Berkeley Hills,Southside,2.2,Miscellaneous
839,10/19/2016 16:33,10/19/2016 17:01,Business,Berkeley,Emeryville,4.6,Miscellaneous
840,10/20/2016 11:26,10/20/2016 11:34,Business,Emeryville,Berkeley,3.1,Miscellaneous
841,10/20/2016 12:19,10/20/2016 13:17,Business,Berkeley,San Jose,47.7,Miscellaneous
842,10/20/2016 20:44,10/20/2016 21:37,Business,San Jose,Emeryville,44.6,Miscellaneous
843,10/21/2016 10:06,10/21/2016 10:21,Business,Emeryville,Oakland,13.2,Miscellaneous
844,10/22/2016 0:54,10/22/2016 1:09,Business,Morrisville,Cary,8.7,Miscellaneous
845,10/22/2016 13:26,10/22/2016 14:03,Business,Cary,Raleigh,17.2,Miscellaneous
846,10/22/2016 17:08,10/22/2016 17:55,Business,Raleigh,Cary,14,Miscellaneous
847,10/23/2016 9:24,10/23/2016 10:05,Business,Cary,Raleigh,28.1,Miscellaneous
848,10/23/2016 12:17,10/23/2016 12:59,Business,Raleigh,Cary,28.2,Miscellaneous
849,10/23/2016 19:04,10/23/2016 19:14,Business,Cary,Morrisville,3.1,Meal/Entertain
850,10/23/2016 21:10,10/23/2016 21:25,Business,Morrisville,Cary,3.1,Customer Visit
851,10/24/2016 14:57,10/24/2016 15:26,Business,Cary,Durham,16.4,Miscellaneous
852,10/24/2016 15:33,10/24/2016 16:13,Business,Durham,Morrisville,15.4,Miscellaneous
853,10/24/2016 16:34,10/24/2016 16:41,Business,Morrisville,Cary,2.2,Miscellaneous
854,10/25/2016 13:27,10/25/2016 14:08,Business,Cary,Apex,11.2,Miscellaneous
855,10/25/2016 15:04,10/25/2016 15:11,Business,Apex,Eagle Rock,2.2,Miscellaneous
856,10/25/2016 15:16,10/25/2016 15:33,Business,Eagle Rock,Cary,3.6,Miscellaneous
857,10/25/2016 20:00,10/25/2016 20:11,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
858,10/25/2016 20:54,10/25/2016 21:03,Business,Savon Height,Parkway,4.9,Miscellaneous
859,10/25/2016 22:24,10/25/2016 22:45,Business,Parkway,Whitebridge,8.7,Errand/Supplies
860,10/26/2016 19:25,10/26/2016 19:31,Business,Whitebridge,Parkway,2.1,Meeting
861,10/26/2016 20:53,10/26/2016 21:03,Business,Parkway,Whitebridge,2.1,Miscellaneous
862,10/27/2016 18:51,10/27/2016 19:16,Business,Cary,Morrisville,8.4,Meeting
863,10/27/2016 19:20,10/27/2016 19:35,Business,Morrisville,Morrisville,5.9,Miscellaneous
864,10/27/2016 19:52,10/27/2016 20:21,Business,Huntington Woods,Huntington Woods,12.1,Miscellaneous
865,10/27/2016 20:47,10/27/2016 20:54,Business,Huntington Woods,Weston,3.9,Miscellaneous
866,10/27/2016 21:26,10/27/2016 21:48,Business,Morrisville,Cary,6.2,Miscellaneous
867,10/28/2016 11:34,10/28/2016 11:52,Business,Cary,Durham,10.4,Meeting
868,10/28/2016 13:06,10/28/2016 13:36,Business,Durham,Cary,9.9,Meeting
869,10/28/2016 15:53,10/28/2016 17:59,Business,Cary,Winston Salem,107,Meeting
870,10/28/2016 18:13,10/28/2016 20:07,Business,Winston Salem,Asheville,133.6,Meeting
871,10/28/2016 20:13,10/28/2016 22:00,Business,Asheville,Topton,91.8,Meeting
872,10/29/2016 15:22,10/29/2016 17:05,Business,Topton,Hayesville,40.7,Meeting
873,10/29/2016 17:13,10/29/2016 19:19,Business,Hayesville,Topton,75.7,Miscellaneous
874,10/30/2016 7:49,10/30/2016 8:30,Business,Topton,Bryson City,29.8,Miscellaneous
875,10/30/2016 9:07,10/30/2016 10:09,Business,Bryson City,Bryson City,16.3,Miscellaneous
876,10/30/2016 10:11,10/30/2016 10:38,Business,Bryson City,Bryson City,6.5,Miscellaneous
877,10/30/2016 10:51,10/30/2016 11:21,Business,Bryson City,Bryson City,6.3,Miscellaneous
878,10/30/2016 12:24,10/30/2016 12:35,Business,Bryson City,Almond,6.6,Miscellaneous
879,10/30/2016 12:58,10/30/2016 13:18,Business,Almond,Bryson City,15.2,Miscellaneous
880,10/30/2016 13:24,10/30/2016 14:37,Business,Bryson City,Asheville,68.4,Miscellaneous
881,10/30/2016 15:22,10/30/2016 18:23,Business,Asheville,Mebane,195.9,Miscellaneous
882,10/30/2016 18:26,10/30/2016 19:39,Business,Mebane,Cary,45.2,Miscellaneous
883,10/31/2016 18:11,10/31/2016 18:20,Business,Cary,Morrisville,3.2,Miscellaneous
884,10/31/2016 18:47,10/31/2016 19:16,Business,Morrisville,Raleigh,10.3,Miscellaneous
885,10/31/2016 20:18,10/31/2016 20:44,Business,Raleigh,Cary,13.1,Miscellaneous
886,10/31/2016 21:45,10/31/2016 22:10,Business,Savon Height,Whitebridge,9.6,Errand/Supplies
887,11/1/2016 11:50,11/1/2016 12:27,Business,Cary,Durham,16.5,Miscellaneous
888,11/1/2016 16:29,11/1/2016 17:02,Business,Durham,Cary,12.8,Miscellaneous
889,11/1/2016 17:35,11/1/2016 17:42,Business,Whitebridge,Whitebridge,1.2,Miscellaneous
890,11/1/2016 19:14,11/1/2016 19:20,Business,Whitebridge,Whitebridge,1,Miscellaneous
891,11/1/2016 19:59,11/1/2016 20:12,Business,Whitebridge,Whitebridge,4.1,Miscellaneous
892,11/1/2016 20:41,11/1/2016 20:55,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
893,11/2/2016 15:10,11/2/2016 15:18,Business,Whitebridge,Westpark Place,1.4,Miscellaneous
894,11/2/2016 15:45,11/2/2016 15:52,Business,Westpark Place,Whitebridge,1.8,Miscellaneous
895,11/2/2016 16:46,11/2/2016 17:11,Business,Cary,Morrisville,8.5,Meeting
896,11/2/2016 17:34,11/2/2016 17:49,Business,Morrisville,Morrisville,5,Miscellaneous
897,11/2/2016 17:53,11/2/2016 18:00,Business,Morrisville,Cary,3.8,Miscellaneous
898,11/3/2016 11:28,11/3/2016 11:34,Business,Whitebridge,Hazelwood,2.5,Miscellaneous
899,11/3/2016 12:43,11/3/2016 12:49,Business,Hazelwood,Whitebridge,2.4,Miscellaneous
900,11/3/2016 13:42,11/3/2016 13:47,Business,Whitebridge,Westpark Place,1.4,Miscellaneous
901,11/3/2016 14:13,11/3/2016 14:26,Business,Westpark Place,Whitebridge,1.8,Miscellaneous
902,11/3/2016 18:51,11/3/2016 19:08,Business,Cary,Morrisville,3.1,Meal/Entertain
903,11/3/2016 22:46,11/3/2016 22:58,Business,Morrisville,Cary,3.1,Customer Visit
904,11/4/2016 10:02,11/4/2016 10:18,Business,Cary,Morrisville,7.9,Temporary Site
905,11/4/2016 18:14,11/4/2016 18:21,Business,San Jose,Santa Clara,3.8,Miscellaneous
906,11/4/2016 21:04,11/4/2016 21:20,Business,Agnew,Cory,4.3,Miscellaneous
907,11/4/2016 22:12,11/4/2016 22:25,Business,Cory,Agnew,3.9,Miscellaneous
908,11/5/2016 8:34,11/5/2016 8:43,Business,Agnew,Renaissance,2.2,Miscellaneous
909,11/5/2016 17:29,11/5/2016 17:40,Business,Renaissance,Agnew,2.8,Miscellaneous
910,11/5/2016 19:20,11/5/2016 19:28,Business,Agnew,Agnew,2.2,Miscellaneous
911,11/6/2016 10:50,11/6/2016 11:04,Business,Agnew,Renaissance,2.4,Miscellaneous
912,11/6/2016 16:05,11/6/2016 16:22,Business,Renaissance,Agnew,2.8,Meeting
913,11/6/2016 16:27,11/6/2016 17:28,Business,Santa Clara,Berkeley,43.9,Customer Visit
914,11/6/2016 19:04,11/6/2016 19:12,Business,Downtown,West Berkeley,1.8,Miscellaneous
915,11/6/2016 20:06,11/6/2016 20:21,Business,West Berkeley,Central,3.3,Miscellaneous
916,11/7/2016 12:28,11/7/2016 12:57,Business,Berkeley,San Francisco,11.8,Between Offices
917,11/7/2016 19:17,11/7/2016 19:57,Business,San Francisco,Berkeley,13.2,Between Offices
918,11/8/2016 10:29,11/8/2016 10:57,Business,Berkeley,San Francisco,12.2,Between Offices
919,11/8/2016 12:16,11/8/2016 12:49,Business,San Francisco,Berkeley,11.3,Meeting
920,11/8/2016 13:41,11/8/2016 14:01,Business,Berkeley,Emeryville,3.6,Miscellaneous
921,11/8/2016 16:21,11/8/2016 16:34,Business,Emeryville,Berkeley,3,Miscellaneous
922,11/9/2016 13:08,11/9/2016 13:41,Business,Berkeley,San Francisco,11.4,Miscellaneous
923,11/9/2016 15:58,11/9/2016 16:04,Business,NOMA,Downtown,0.9,Miscellaneous
924,11/9/2016 17:31,11/9/2016 18:03,Business,Downtown,Sunnyside,6.2,Miscellaneous
925,11/9/2016 18:09,11/9/2016 18:14,Business,Sunnyside,Ingleside,0.7,Miscellaneous
926,11/9/2016 18:21,11/9/2016 18:35,Business,Ingleside,Potrero Flats,5.5,Meeting
927,11/9/2016 18:40,11/9/2016 19:17,Business,San Francisco,Oakland,12.7,Customer Visit
928,11/9/2016 20:52,11/9/2016 21:02,Business,Oakland,Berkeley,2.6,Miscellaneous
929,11/9/2016 21:56,11/9/2016 22:02,Business,Central,Central,1.1,Miscellaneous
930,11/10/2016 9:46,11/10/2016 10:15,Business,Berkeley,San Francisco,12.6,Temporary Site
931,11/10/2016 10:20,11/10/2016 10:31,Business,Tenderloin,SOMISSPO,1.2,Miscellaneous
932,11/10/2016 14:57,11/10/2016 15:07,Business,SOMISSPO,Tenderloin,1.1,Miscellaneous
933,11/10/2016 15:17,11/10/2016 15:22,Business,San Francisco,Oakland,9.9,Temporary Site
934,11/10/2016 15:30,11/10/2016 15:53,Business,Oakland,Berkeley,6,Meeting
935,11/10/2016 19:18,11/10/2016 19:21,Business,West Berkeley,Central,0.8,Miscellaneous
936,11/11/2016 9:35,11/11/2016 10:23,Business,Berkeley,Menlo Park,45.9,Customer Visit
937,11/11/2016 12:58,11/11/2016 13:13,Business,Menlo Park,Palo Alto,4,Miscellaneous
938,11/11/2016 14:20,11/11/2016 14:32,Business,Palo Alto,Menlo Park,2.5,Miscellaneous
939,11/11/2016 14:39,11/11/2016 15:46,Business,Menlo Park,Berkeley,36.6,Customer Visit
940,11/11/2016 18:30,11/11/2016 18:43,Business,Central,College Avenue,2.9,Miscellaneous
941,11/11/2016 21:08,11/11/2016 21:18,Business,College Avenue,Central,2.6,Miscellaneous
942,11/12/2016 10:32,11/12/2016 10:52,Business,Central,South,2.3,Miscellaneous
943,11/12/2016 10:55,11/12/2016 11:25,Business,South,Downtown,6.4,Miscellaneous
944,11/12/2016 13:07,11/12/2016 13:15,Business,Downtown,Central,1.4,Miscellaneous
945,11/12/2016 13:46,11/12/2016 13:50,Business,Central,West Berkeley,0.6,Miscellaneous
946,11/12/2016 14:22,11/12/2016 14:53,Business,West Berkeley,South,5.9,Meeting
947,11/12/2016 15:14,11/12/2016 15:21,Business,South,Southwest Berkeley,0.8,Miscellaneous
948,11/12/2016 15:25,11/12/2016 15:36,Business,Berkeley,Emeryville,1.3,Miscellaneous
949,11/12/2016 15:40,11/12/2016 15:59,Business,Emeryville,Berkeley,3.7,Errand/Supplies
950,11/13/2016 8:54,11/13/2016 9:02,Business,Central,Central,2.3,Miscellaneous
951,11/13/2016 9:27,11/13/2016 9:53,Business,Central,Central,2.6,Miscellaneous
952,11/13/2016 10:31,11/13/2016 10:37,Business,Central,Southside,1.9,Miscellaneous
953,11/13/2016 11:04,11/13/2016 11:16,Business,Southside,West Berkeley,2.1,Miscellaneous
954,11/13/2016 12:22,11/13/2016 12:51,Business,West Berkeley,Southside,4,Meeting
955,11/13/2016 13:05,11/13/2016 13:11,Business,Southside,South Berkeley,0.9,Miscellaneous
956,11/13/2016 13:14,11/13/2016 13:18,Business,South Berkeley,Southside,0.9,Miscellaneous
957,11/13/2016 14:35,11/13/2016 14:46,Business,Southside,Central,2.4,Miscellaneous
958,11/13/2016 15:14,11/13/2016 15:24,Business,Central,Southside,1.9,Miscellaneous
959,11/13/2016 15:47,11/13/2016 15:59,Business,Southside,Central,1.9,Miscellaneous
960,11/14/2016 11:24,11/14/2016 12:13,Business,Berkeley,Mountain View,44.6,Customer Visit
961,11/14/2016 13:40,11/14/2016 14:33,Business,Mountain View,Berkeley,43.6,Customer Visit
962,11/14/2016 15:27,11/14/2016 15:36,Business,Berkeley,Emeryville,2.5,Miscellaneous
963,11/14/2016 20:19,11/14/2016 20:30,Business,Emeryville,Berkeley,3.7,Errand/Supplies
964,11/15/2016 13:59,11/15/2016 14:06,Business,Berkeley,Oakland,5.1,Miscellaneous
965,11/15/2016 14:09,11/15/2016 14:26,Business,Oakland,San Francisco,9.7,Temporary Site
966,11/15/2016 20:44,11/15/2016 21:00,Business,San Francisco,Berkeley,11.8,Temporary Site
967,11/16/2016 20:21,11/16/2016 20:27,Business,Berkeley,El Cerrito,2.3,Temporary Site
968,11/16/2016 22:52,11/16/2016 23:02,Business,El Cerrito,Berkeley,3.1,Meal/Entertain
969,11/17/2016 10:13,11/17/2016 10:44,Business,Berkeley,Oakland,16.3,Customer Visit
970,11/18/2016 20:09,11/18/2016 20:19,Business,Cary,Morrisville,3.1,Meal/Entertain
971,11/18/2016 21:23,11/18/2016 21:34,Business,Morrisville,Cary,5.2,Meal/Entertain
972,11/18/2016 21:56,11/18/2016 22:21,Business,Krendle Woods,Whitebridge,6.1,Meeting
973,11/19/2016 13:51,11/19/2016 14:10,Business,Cary,Durham,10.3,Meeting
974,11/19/2016 14:30,11/19/2016 14:51,Business,Durham,Cary,10.5,Meeting
975,11/19/2016 16:01,11/19/2016 16:06,Business,Cary,Cary,1.5,Miscellaneous
976,11/19/2016 16:27,11/19/2016 16:41,Business,Cary,Cary,1.8,Miscellaneous
977,11/19/2016 17:41,11/19/2016 17:54,Business,Cary,Apex,5.4,Errand/Supplies
978,11/19/2016 21:14,11/19/2016 21:35,Business,Apex,Cary,5.4,Customer Visit
979,11/20/2016 10:27,11/20/2016 11:32,Business,Cary,Cary,39.2,Between Offices
980,11/20/2016 11:58,11/20/2016 12:28,Business,Cary,Cary,6.4,Customer Visit
981,11/20/2016 14:58,11/20/2016 15:07,Business,Cary,Cary,2.7,Meeting
982,11/20/2016 17:45,11/20/2016 18:37,Business,Cary,Cary,18.5,Errand/Supplies
983,11/21/2016 13:37,11/21/2016 13:49,Business,Cary,Cary,2.5,Meal/Entertain
984,11/21/2016 14:34,11/21/2016 14:44,Business,Cary,Cary,2.1,Meal/Entertain
985,11/21/2016 17:50,11/21/2016 18:04,Business,Cary,Unknown Location,6.7,Errand/Supplies
986,11/21/2016 18:18,11/21/2016 18:27,Business,Unknown Location,Morrisville,3.5,Meal/Entertain
987,11/21/2016 18:43,11/21/2016 18:51,Business,Morrisville,Cary,3.4,Errand/Supplies
988,11/22/2016 15:12,11/22/2016 15:27,Business,Cary,Cary,5.5,Meeting
989,11/22/2016 15:31,11/22/2016 15:44,Business,Cary,Cary,4.1,Meeting
990,11/22/2016 15:51,11/22/2016 16:43,Business,Cary,Cary,12.7,Customer Visit
991,11/22/2016 18:18,11/22/2016 18:28,Business,Cary,Morrisville,3,Meal/Entertain
992,11/22/2016 21:02,11/22/2016 21:14,Business,Morrisville,Cary,3.5,Customer Visit
993,11/23/2016 15:34,11/23/2016 15:50,Business,Cary,Cary,5.9,Meal/Entertain
994,11/23/2016 16:18,11/23/2016 16:29,Business,Cary,Cary,1.9,Miscellaneous
995,11/23/2016 16:49,11/23/2016 17:00,Business,Cary,Cary,3.3,Miscellaneous
996,11/23/2016 18:37,11/23/2016 18:47,Business,Cary,Cary,1.3,Miscellaneous
997,11/25/2016 11:47,11/25/2016 12:04,Business,Cary,Durham,10.3,Meeting
998,11/25/2016 13:13,11/25/2016 13:31,Business,Durham,Cary,11.1,Meeting
999,11/26/2016 15:54,11/26/2016 15:59,Business,Cary,Cary,1.4,Miscellaneous
1000,11/26/2016 17:00,11/26/2016 17:12,Business,Cary,Apex,5.1,Meeting
1001,11/26/2016 17:36,11/26/2016 17:56,Business,Apex,Holly Springs,9,Meeting
1002,11/26/2016 18:29,11/26/2016 19:04,Business,Holly Springs,Cary,13.3,Between Offices
1003,11/26/2016 19:47,11/26/2016 19:54,Business,Cary,Cary,2.5,Errand/Supplies
1004,11/27/2016 15:59,11/27/2016 16:06,Business,Cary,Morrisville,3.3,Meal/Entertain
1005,11/27/2016 18:55,11/27/2016 19:09,Business,Morrisville,Cary,2.9,Miscellaneous
1006,11/30/2016 11:03,11/30/2016 11:34,Business,Cary,Raleigh,8.5,Customer Visit
1007,11/30/2016 11:53,11/30/2016 12:35,Business,Raleigh,Morrisville,6.7,Temporary Site
1008,11/30/2016 12:43,11/30/2016 12:53,Business,Morrisville,Cary,3.1,Miscellaneous
1009,12/1/2016 7:44,12/1/2016 7:59,Business,Cary,Cary,5.5,Meeting
1010,12/1/2016 8:37,12/1/2016 8:53,Business,Cary,Cary,5.5,Errand/Supplies
1011,12/1/2016 18:00,12/1/2016 18:12,Business,Cary,Morrisville,2.9,Meal/Entertain
1012,12/1/2016 20:36,12/1/2016 20:46,Business,Morrisville,Cary,2.9,Customer Visit
1013,12/2/2016 12:12,12/2/2016 12:23,Business,Cary,Apex,5.1,Meal/Entertain
1014,12/2/2016 13:07,12/2/2016 13:22,Business,Apex,Cary,5.3,Customer Visit
1015,12/2/2016 20:41,12/2/2016 20:48,Business,Cary,Morrisville,3.3,Meal/Entertain
1016,12/2/2016 22:59,12/2/2016 23:07,Business,Morrisville,Cary,3,Customer Visit
1017,12/3/2016 18:35,12/3/2016 18:56,Business,Cary,Wake Co.,6.6,Errand/Supplies
1018,12/3/2016 19:08,12/3/2016 19:15,Business,Wake Co.,Morrisville,1.8,Miscellaneous
1019,12/3/2016 20:31,12/3/2016 20:41,Business,Morrisville,Cary,3,Customer Visit
1020,12/4/2016 18:56,12/4/2016 19:03,Business,Cary,Morrisville,2.9,Meal/Entertain
1021,12/4/2016 20:23,12/4/2016 20:34,Business,Morrisville,Cary,3.4,Customer Visit
1022,12/5/2016 18:04,12/5/2016 18:17,Business,Cary,Cary,4.1,Miscellaneous
1023,12/5/2016 19:22,12/5/2016 19:37,Business,Cary,Cary,3.8,Meal/Entertain
1024,12/7/2016 12:03,12/7/2016 12:32,Business,Cary,Cary,6.6,Meeting
1025,12/7/2016 12:35,12/7/2016 12:46,Business,Cary,Cary,4,Meeting
1026,12/7/2016 19:53,12/7/2016 20:13,Business,Cary,Cary,7,Customer Visit
1027,12/7/2016 21:13,12/7/2016 21:50,Business,Cary,Cary,6.9,Meal/Entertain
1028,12/8/2016 14:19,12/8/2016 14:32,Business,Cary,Cary,3.4,Errand/Supplies
1029,12/8/2016 14:53,12/8/2016 15:02,Business,Cary,Cary,3.4,Errand/Supplies
1030,12/8/2016 19:22,12/8/2016 19:27,Business,Cary,Cary,2,Meeting
1031,12/8/2016 21:26,12/8/2016 21:31,Business,Cary,Cary,2,Errand/Supplies
1032,12/9/2016 12:09,12/9/2016 12:24,Business,Cary,Apex,5.1,Errand/Supplies
1033,12/9/2016 13:15,12/9/2016 13:43,Business,Apex,Cary,8.8,Temporary Site
1034,12/9/2016 20:11,12/9/2016 20:34,Business,Cary,Cary,5.6,Meeting
1035,12/9/2016 22:03,12/9/2016 22:57,Business,Cary,Cary,18.9,Customer Visit
1036,12/10/2016 12:43,12/10/2016 13:16,Business,Cary,Fuquay-Varina,15.6,Meeting
1037,12/10/2016 14:42,12/10/2016 15:18,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies
1038,12/10/2016 18:17,12/10/2016 18:27,Business,Cary,Morrisville,3,Meal/Entertain
1039,12/10/2016 22:09,12/10/2016 22:21,Business,Morrisville,Cary,3.1,Customer Visit
1040,12/11/2016 16:06,12/11/2016 16:16,Business,Cary,Morrisville,3,Meal/Entertain
1041,12/11/2016 19:05,12/11/2016 19:15,Business,Morrisville,Cary,4.8,Errand/Supplies
1042,12/11/2016 21:48,12/11/2016 21:56,Business,Cary,Cary,2.1,Errand/Supplies
1043,12/12/2016 13:22,12/12/2016 13:32,Business,Cary,Cary,3.1,Errand/Supplies
1044,12/12/2016 13:36,12/12/2016 13:51,Business,Cary,Apex,4.4,Meal/Entertain
1045,12/12/2016 14:26,12/12/2016 14:39,Business,Apex,Cary,4.7,Customer Visit
1046,12/12/2016 17:51,12/12/2016 18:01,Business,Cary,Morrisville,3,Meal/Entertain
1047,12/12/2016 20:48,12/12/2016 20:57,Business,Morrisville,Cary,3,Customer Visit
1048,12/13/2016 18:19,12/13/2016 18:29,Business,Cary,Cary,4.2,Errand/Supplies
1049,12/13/2016 20:20,12/13/2016 20:29,Business,Cary,Cary,4.1,Meal/Entertain
1050,12/14/2016 16:52,12/14/2016 17:10,Business,Cary,Cary,3.4,Miscellaneous
1051,12/14/2016 17:22,12/14/2016 17:34,Business,Cary,Cary,3.3,Miscellaneous
1052,12/14/2016 17:50,12/14/2016 18:00,Business,Cary,Morrisville,3,Meal/Entertain
1053,12/14/2016 20:24,12/14/2016 20:40,Business,Morrisville,Cary,3.1,Customer Visit
1054,12/15/2016 14:20,12/15/2016 14:54,Business,Cary,Morrisville,10.6,Meeting
1055,12/17/2016 15:38,12/17/2016 16:12,Business,Unknown Location,Unknown Location,4.8,Airport/Travel
1056,12/17/2016 17:19,12/17/2016 17:59,Business,Unknown Location,Unknown Location,5.3,Temporary Site
1057,12/18/2016 13:03,12/18/2016 13:41,Business,Unknown Location,Unknown Location,4.9,Errand/Supplies
1058,12/18/2016 16:38,12/18/2016 17:25,Business,Unknown Location,Unknown Location,10.2,Errand/Supplies
1059,12/18/2016 20:35,12/18/2016 21:04,Business,Unknown Location,Unknown Location,9.2,Miscellaneous
1060,12/19/2016 9:08,12/19/2016 9:36,Business,Unknown Location,Islamabad,7.7,Errand/Supplies
1061,12/19/2016 10:15,12/19/2016 10:34,Business,Islamabad,Rawalpindi,5.9,Temporary Site
1062,12/19/2016 13:04,12/19/2016 13:08,Business,Rawalpindi,Unknown Location,0.7,Errand/Supplies
1063,12/19/2016 13:24,12/19/2016 13:35,Business,Unknown Location,Unknown Location,1.3,Miscellaneous
1064,12/19/2016 14:07,12/19/2016 14:15,Business,Unknown Location,Unknown Location,2.5,Miscellaneous
1065,12/19/2016 14:18,12/19/2016 14:32,Business,Unknown Location,Unknown Location,5.3,Miscellaneous
1066,12/19/2016 14:37,12/19/2016 14:50,Business,Unknown Location,Unknown Location,5.4,Miscellaneous
1067,12/19/2016 15:09,12/19/2016 15:38,Business,Unknown Location,Rawalpindi,10.2,Customer Visit
1068,12/19/2016 16:50,12/19/2016 17:09,Business,Rawalpindi,Islamabad,7.2,Customer Visit
1069,12/19/2016 19:05,12/19/2016 19:17,Business,Islamabad,Unknown Location,2.2,Miscellaneous
1070,12/19/2016 19:55,12/19/2016 20:30,Business,Unknown Location,Unknown Location,11,Meeting
1071,12/20/2016 8:49,12/20/2016 9:24,Business,Unknown Location,Rawalpindi,12,Miscellaneous
1072,12/20/2016 10:30,12/20/2016 10:48,Business,Rawalpindi,Rawalpindi,3.3,Errand/Supplies
1073,12/20/2016 11:30,12/20/2016 12:17,Business,Rawalpindi,Unknown Location,19.4,Meeting
1074,12/20/2016 13:14,12/20/2016 13:20,Business,Unknown Location,Unknown Location,1.7,Errand/Supplies
1075,12/20/2016 13:54,12/20/2016 14:17,Business,Unknown Location,Islamabad,5.7,Temporary Site
1076,12/20/2016 16:14,12/20/2016 16:24,Business,Islamabad,Islamabad,1.8,Errand/Supplies
1077,12/20/2016 16:56,12/20/2016 17:07,Business,Islamabad,Islamabad,1.4,Errand/Supplies
1078,12/20/2016 18:47,12/20/2016 19:21,Business,Islamabad,Unknown Location,10.3,Customer Visit
1079,12/21/2016 7:42,12/21/2016 8:10,Business,Unknown Location,Unknown Location,11.5,Meeting
1080,12/21/2016 10:14,12/21/2016 10:30,Business,Unknown Location,Islamabad,4.9,Errand/Supplies
1081,12/21/2016 11:35,12/21/2016 11:49,Business,Islamabad,Unknown Location,3.5,Meal/Entertain
1082,12/21/2016 12:51,12/21/2016 13:33,Business,Unknown Location,Unknown Location,16.2,Meeting
1083,12/21/2016 15:38,12/21/2016 15:49,Business,Unknown Location,Unknown Location,2,Errand/Supplies
1084,12/21/2016 15:55,12/21/2016 16:05,Business,Unknown Location,Islamabad,2.1,Errand/Supplies
1085,12/21/2016 17:45,12/21/2016 17:54,Business,Islamabad,Islamabad,2.1,Meeting
1086,12/21/2016 17:59,12/21/2016 18:31,Business,Islamabad,Unknown Location,7.2,Customer Visit
1087,12/21/2016 19:49,12/21/2016 20:35,Business,Unknown Location,Rawalpindi,12,Meeting
1088,12/21/2016 20:56,12/21/2016 23:42,Business,Rawalpindi,Unknown Location,103,Meeting
1089,12/22/2016 15:40,12/22/2016 16:38,Business,Unknown Location,Unknown Location,32.3,Meeting
1090,12/22/2016 17:04,12/22/2016 17:20,Business,Unknown Location,Unknown Location,5.3,Customer Visit
1091,12/22/2016 17:27,12/22/2016 17:53,Business,Unknown Location,Unknown Location,11.6,Meeting
1092,12/22/2016 17:56,12/22/2016 18:29,Business,Unknown Location,Unknown Location,23.2,Meeting
1093,12/22/2016 18:31,12/22/2016 18:37,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies
1094,12/22/2016 18:38,12/22/2016 18:47,Business,Unknown Location,Unknown Location,12.3,Temporary Site
1095,12/22/2016 19:04,12/22/2016 19:50,Business,Unknown Location,Lahore,14,Meeting
1096,12/22/2016 21:41,12/22/2016 21:53,Business,Lahore,Lahore,2.1,Meal/Entertain
1097,12/22/2016 23:27,12/22/2016 23:32,Business,Lahore,Lahore,2.1,Customer Visit
1098,12/23/2016 9:21,12/23/2016 9:41,Business,Lahore,Lahore,3,Meeting
1099,12/23/2016 11:33,12/23/2016 11:58,Business,Lahore,Unknown Location,6.2,Meeting
1100,12/23/2016 14:15,12/23/2016 15:25,Business,Unknown Location,Unknown Location,9.6,Meeting
1101,12/23/2016 16:23,12/23/2016 16:34,Business,Unknown Location,Unknown Location,1.3,Errand/Supplies
1102,12/23/2016 17:34,12/23/2016 18:27,Business,Unknown Location,Lahore,7.1,Meal/Entertain
1103,12/24/2016 7:43,12/24/2016 8:04,Business,Lahore,Unknown Location,6.3,Meal/Entertain
1104,12/24/2016 9:19,12/24/2016 9:55,Business,Unknown Location,Lahore,10.7,Meal/Entertain
1105,12/24/2016 10:34,12/24/2016 10:53,Business,Lahore,Lahore,5.3,Meal/Entertain
1106,12/24/2016 12:51,12/24/2016 12:53,Business,Lahore,Lahore,1.6,Errand/Supplies
1107,12/24/2016 13:08,12/24/2016 13:29,Business,Lahore,Lahore,3.6,Errand/Supplies
1108,12/24/2016 17:12,12/24/2016 17:27,Business,Lahore,Lahore,1.7,Errand/Supplies
1109,12/24/2016 19:12,12/24/2016 19:27,Business,Lahore,Lahore,2.9,Meal/Entertain
1110,12/24/2016 22:04,12/24/2016 22:09,Business,Lahore,Lahore,0.6,Errand/Supplies
1111,12/25/2016 0:10,12/25/2016 0:14,Business,Lahore,Lahore,0.6,Errand/Supplies
